arm,rep,utc_start,wall_s,build_label,build_sha,build_dir,model,models_path,device,path,echo,exit_code,outcome,crash_kind,last_step,result_text_sha256,result_line,ov_version,gpu_driver,tokenizers_submodule,log
base_gemma3_GPU_add_request_echofalse,1,20260907T173149Z,0.86,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),151bba38b945f30c562265c3f2e4af57b0209597b1bfaec7296b6222bea7f7bc,RESULT decoded='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_add_request_echofalse_rep1_20260907T173149Z.txt
base_gemma3_GPU_add_request_echofalse,2,20260907T173150Z,0.86,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),151bba38b945f30c562265c3f2e4af57b0209597b1bfaec7296b6222bea7f7bc,RESULT decoded='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_add_request_echofalse_rep2_20260907T173150Z.txt
base_gemma3_GPU_add_request_echofalse,3,20260907T173151Z,0.88,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),151bba38b945f30c562265c3f2e4af57b0209597b1bfaec7296b6222bea7f7bc,RESULT decoded='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/base_gemma3_GPU_add_request_echofalse_rep3_20260907T173151Z.txt
prhead_gemma3_GPU_string_echotrue,1,20260907T173151Z,0.94,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,true,0,COMPLETED,none,STEP generate(list[str]),75a36557bd2529c3f8378d94060c97a5e80a8822130c055080972aa3c24db278,RESULT text='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_string_echotrue_rep1_20260907T173151Z.txt
prhead_gemma3_GPU_string_echotrue,2,20260907T173152Z,0.94,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,true,0,COMPLETED,none,STEP generate(list[str]),75a36557bd2529c3f8378d94060c97a5e80a8822130c055080972aa3c24db278,RESULT text='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_string_echotrue_rep2_20260907T173152Z.txt
prhead_gemma3_GPU_string_echotrue,3,20260907T173153Z,0.94,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,true,0,COMPLETED,none,STEP generate(list[str]),75a36557bd2529c3f8378d94060c97a5e80a8822130c055080972aa3c24db278,RESULT text='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_string_echotrue_rep3_20260907T173153Z.txt
prhead_gemma3_GPU_chat_history_echotrue,1,20260907T173154Z,0.92,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,true,0,COMPLETED,none,STEP generate(list[ChatHistory]),75a36557bd2529c3f8378d94060c97a5e80a8822130c055080972aa3c24db278,RESULT text='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_chat_history_echotrue_rep1_20260907T173154Z.txt
prhead_gemma3_GPU_chat_history_echotrue,2,20260907T173155Z,0.97,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,true,0,COMPLETED,none,STEP generate(list[ChatHistory]),75a36557bd2529c3f8378d94060c97a5e80a8822130c055080972aa3c24db278,RESULT text='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_chat_history_echotrue_rep2_20260907T173155Z.txt
prhead_gemma3_GPU_chat_history_echotrue,3,20260907T173156Z,0.94,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,true,0,COMPLETED,none,STEP generate(list[ChatHistory]),75a36557bd2529c3f8378d94060c97a5e80a8822130c055080972aa3c24db278,RESULT text='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_chat_history_echotrue_rep3_20260907T173156Z.txt
prhead_gemma3_GPU_add_request_echotrue,1,20260907T173157Z,0.88,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,true,0,COMPLETED,none,STEP finished after 1 step(s),01fb4ff3faa188b80961c22ed2aeec5ce437520bfb1a4660338a711d1989cea5,RESULT decoded='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_add_request_echotrue_rep1_20260907T173157Z.txt
prhead_gemma3_GPU_add_request_echotrue,2,20260907T173158Z,0.88,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,true,0,COMPLETED,none,STEP finished after 1 step(s),01fb4ff3faa188b80961c22ed2aeec5ce437520bfb1a4660338a711d1989cea5,RESULT decoded='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_add_request_echotrue_rep2_20260907T173158Z.txt
prhead_gemma3_GPU_add_request_echotrue,3,20260907T173159Z,0.88,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,true,0,COMPLETED,none,STEP finished after 1 step(s),01fb4ff3faa188b80961c22ed2aeec5ce437520bfb1a4660338a711d1989cea5,RESULT decoded='user\nUnique sampler prompt sentinel 4368\nmodel\nстрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_add_request_echotrue_rep3_20260907T173159Z.txt
prhead_gemma3_GPU_string_echofalse,1,20260907T173200Z,0.91,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,false,0,COMPLETED,none,STEP generate(list[str]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_string_echofalse_rep1_20260907T173200Z.txt
prhead_gemma3_GPU_string_echofalse,2,20260907T173201Z,0.92,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,false,0,COMPLETED,none,STEP generate(list[str]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_string_echofalse_rep2_20260907T173201Z.txt
prhead_gemma3_GPU_string_echofalse,3,20260907T173202Z,0.92,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,string,false,0,COMPLETED,none,STEP generate(list[str]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_string_echofalse_rep3_20260907T173202Z.txt
prhead_gemma3_GPU_chat_history_echofalse,1,20260907T173203Z,0.92,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_chat_history_echofalse_rep1_20260907T173203Z.txt
prhead_gemma3_GPU_chat_history_echofalse,2,20260907T173203Z,0.89,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_chat_history_echofalse_rep2_20260907T173203Z.txt
prhead_gemma3_GPU_chat_history_echofalse,3,20260907T173204Z,0.94,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,chat_history,false,0,COMPLETED,none,STEP generate(list[ChatHistory]),153a2f682829cc4464b334a1b86dabf2a77d28734d310ffa54d7e98e83b542af,RESULT text='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_chat_history_echofalse_rep3_20260907T173204Z.txt
prhead_gemma3_GPU_add_request_echofalse,1,20260907T173205Z,0.86,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),151bba38b945f30c562265c3f2e4af57b0209597b1bfaec7296b6222bea7f7bc,RESULT decoded='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_add_request_echofalse_rep1_20260907T173205Z.txt
prhead_gemma3_GPU_add_request_echofalse,2,20260907T173206Z,0.84,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),151bba38b945f30c562265c3f2e4af57b0209597b1bfaec7296b6222bea7f7bc,RESULT decoded='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_add_request_echofalse_rep2_20260907T173206Z.txt
prhead_gemma3_GPU_add_request_echofalse,3,20260907T173207Z,0.86,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,gemma3,model_cache/optimum-intel-internal-testing/tiny-random-gemma3,GPU,add_request,false,0,COMPLETED,none,STEP finished after 1 step(s),151bba38b945f30c562265c3f2e4af57b0209597b1bfaec7296b6222bea7f7bc,RESULT decoded='стрі',2026.5.0.dev20260903,32.0.101.8991,824033c3061d73d50784872248cdb55aa04674aa,artifacts/echo_sweep/prhead_gemma3_GPU_add_request_echofalse_rep3_20260907T173207Z.txt
