sweep,arm,rep,utc_start,wall_s,build_label,build_sha,build_dir,device,model,models_path,call_path,echo,test_variant,test_file_sha256,tests,outcome,exit_code,crash_kind,last_step,n_tests,n_passed,n_failed,n_skipped,case_outcomes,failure_detail,string_prompt_present,chat_history_prompt_present,add_request_prompt_present,string_result_type,chat_history_result_type,add_request_generated_id_count,add_request_negative_ids,echo_text_sha256,result_text_sha256,result_line,prompt_token_count,load_s,peak_rss_mb,build_type,generator,tokenizers_submodule,ov_version,transformers,optimum_intel,gpu_driver,run_artifact_id
pytest_matrix,B_prhead_gemma3_cpu,2,20260907T172548Z,8.01,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V1_envparam.py,81b4161dbbb6d2fe28be38981c96b46cbe5e998ca8c19ee156effc861cc9cb4e,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,FAIL,1,none,n/a:pytest_matrix,1,0,1,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=failure,AttributeError: 'openvino_genai.py_openvino_genai.GenerationResult' object has no attribute 'texts',n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,797.9,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,B_prhead_gemma3_cpu_rep2_20260907T172548Z.row.json
pytest_matrix,B_prhead_gemma3_cpu,3,20260907T172556Z,8.02,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V1_envparam.py,81b4161dbbb6d2fe28be38981c96b46cbe5e998ca8c19ee156effc861cc9cb4e,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,FAIL,1,none,n/a:pytest_matrix,1,0,1,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=failure,AttributeError: 'openvino_genai.py_openvino_genai.GenerationResult' object has no attribute 'texts',n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,801.1,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,B_prhead_gemma3_cpu_rep3_20260907T172556Z.row.json
pytest_matrix,B_base_gemma3_cpu,1,20260907T172604Z,8.02,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V1_envparam.py,81b4161dbbb6d2fe28be38981c96b46cbe5e998ca8c19ee156effc861cc9cb4e,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,FAIL,1,none,n/a:pytest_matrix,1,0,1,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=failure,AttributeError: 'openvino_genai.py_openvino_genai.GenerationResult' object has no attribute 'texts',n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,803.8,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,B_base_gemma3_cpu_rep1_20260907T172604Z.row.json
pytest_matrix,B_base_gemma3_cpu,2,20260907T172612Z,8.01,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V1_envparam.py,81b4161dbbb6d2fe28be38981c96b46cbe5e998ca8c19ee156effc861cc9cb4e,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,FAIL,1,none,n/a:pytest_matrix,1,0,1,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=failure,AttributeError: 'openvino_genai.py_openvino_genai.GenerationResult' object has no attribute 'texts',n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,803.5,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,B_base_gemma3_cpu_rep2_20260907T172612Z.row.json
pytest_matrix,B_base_gemma3_cpu,3,20260907T172620Z,8.02,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V1_envparam.py,81b4161dbbb6d2fe28be38981c96b46cbe5e998ca8c19ee156effc861cc9cb4e,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,FAIL,1,none,n/a:pytest_matrix,1,0,1,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=failure,AttributeError: 'openvino_genai.py_openvino_genai.GenerationResult' object has no attribute 'texts',n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,802.4,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,B_base_gemma3_cpu_rep3_20260907T172620Z.row.json
pytest_matrix,C_prhead_fixed_gemma3_cpu,1,20260907T172628Z,8.0,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V2_envparam_textsfix.py,1f88419d866512016a0c016feab1fa711568daec8782102782732dde47dab6e1,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,PASS,0,none,n/a:pytest_matrix,1,1,0,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=passed,none,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,795.6,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,C_prhead_fixed_gemma3_cpu_rep1_20260907T172628Z.row.json
pytest_matrix,C_prhead_fixed_gemma3_cpu,2,20260907T172636Z,8.01,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V2_envparam_textsfix.py,1f88419d866512016a0c016feab1fa711568daec8782102782732dde47dab6e1,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,PASS,0,none,n/a:pytest_matrix,1,1,0,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=passed,none,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,798.5,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,C_prhead_fixed_gemma3_cpu_rep2_20260907T172636Z.row.json
pytest_matrix,C_prhead_fixed_gemma3_cpu,3,20260907T172644Z,8.02,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V2_envparam_textsfix.py,1f88419d866512016a0c016feab1fa711568daec8782102782732dde47dab6e1,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,PASS,0,none,n/a:pytest_matrix,1,1,0,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=passed,none,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,798.1,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,C_prhead_fixed_gemma3_cpu_rep3_20260907T172644Z.row.json
pytest_matrix,C_base_fixed_gemma3_cpu,1,20260907T172652Z,6.5,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V2_envparam_textsfix.py,1f88419d866512016a0c016feab1fa711568daec8782102782732dde47dab6e1,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,CRASH_ACCESS_VIOLATION,3221225477,access_violation_0xC0000005,n/a:pytest_matrix,0,0,0,0,,pytest exited 3221225477 (0xC0000005); 0 case(s) reached the junit file,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,608.4,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,C_base_fixed_gemma3_cpu_rep1_20260907T172652Z.row.json
pytest_matrix,C_base_fixed_gemma3_cpu,2,20260907T172658Z,6.5,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V2_envparam_textsfix.py,1f88419d866512016a0c016feab1fa711568daec8782102782732dde47dab6e1,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,CRASH_ACCESS_VIOLATION,3221225477,access_violation_0xC0000005,n/a:pytest_matrix,0,0,0,0,,pytest exited 3221225477 (0xC0000005); 0 case(s) reached the junit file,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,612.1,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,C_base_fixed_gemma3_cpu_rep2_20260907T172659Z.row.json
pytest_matrix,C_base_fixed_gemma3_cpu,3,20260907T172705Z,6.5,base,c9fff70b9f960bdb0c484fe0c2c1bed9d697bbaf,build/merge_base/,CPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V2_envparam_textsfix.py,1f88419d866512016a0c016feab1fa711568daec8782102782732dde47dab6e1,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,CRASH_ACCESS_VIOLATION,3221225477,access_violation_0xC0000005,n/a:pytest_matrix,0,0,0,0,,pytest exited 3221225477 (0xC0000005); 0 case(s) reached the junit file,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,611.2,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,C_base_fixed_gemma3_cpu_rep3_20260907T172705Z.row.json
pytest_matrix,D_prhead_fixed_gemma3_gpu,1,20260907T172711Z,8.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,GPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V2_envparam_textsfix.py,1f88419d866512016a0c016feab1fa711568daec8782102782732dde47dab6e1,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,PASS,0,none,n/a:pytest_matrix,1,1,0,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=passed,none,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,857.0,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,D_prhead_fixed_gemma3_gpu_rep1_20260907T172712Z.row.json
pytest_matrix,D_prhead_fixed_gemma3_gpu,2,20260907T172720Z,8.51,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,GPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V2_envparam_textsfix.py,1f88419d866512016a0c016feab1fa711568daec8782102782732dde47dab6e1,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,PASS,0,none,n/a:pytest_matrix,1,1,0,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=passed,none,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,856.8,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,D_prhead_fixed_gemma3_gpu_rep2_20260907T172720Z.row.json
pytest_matrix,D_prhead_fixed_gemma3_gpu,3,20260907T172729Z,8.52,prhead,e6fced66b1b8ccc685fe9ce8c10f199f5c095418,build/pr_head/,GPU,optimum-intel-internal-testing/tiny-random-gemma3,n/a:selected_by_fixture,n/a:whole_test,true:set_inside_the_test,V2_envparam_textsfix.py,1f88419d866512016a0c016feab1fa711568daec8782102782732dde47dab6e1,test_vlm_pipeline.py::test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request,PASS,0,none,n/a:pytest_matrix,1,1,0,0,test_vlm_prompt_ids_reach_sampler_for_chat_history_and_add_request=passed,none,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest,n/a:pytest_matrix,n/a:pytest_matrix,n/a:pytest,n/a:pytest,855.3,Release,Ninja,824033c3061d73d50784872248cdb55aa04674aa,2026.5.0.dev20260903,5.0.0,2.2.0.dev0+4f1a926,32.0.101.8991,D_prhead_fixed_gemma3_gpu_rep3_20260907T172729Z.row.json
